PC1,PC2,PC3,PC4,PC5,PC6
9.192836826213666,1.9485830708105594,-1.123166169564717,3.633730888843279,-1.1951101539794293,1.4114242288308065
2.387801795801959,-3.7681717420863774,-0.5292926844391204,1.118263868774987,0.6217750007216623,0.02865649514778034
5.7338962797321855,-1.0751737966130972,-0.5517475940852701,0.9120826571418572,-0.17708593823298027,0.5414521072239443
7.1229531977092435,10.275589121824078,-3.232789548887314,0.15254701847191815,-2.9608784343052066,3.0534217064810605
3.935302073677735,-1.948071567804404,1.3897667274884142,2.940639355921319,0.5467474295253608,-1.2264946434965869
2.380247150346241,3.949928895564944,-2.934876795052267,0.9410368629938966,-1.0560419566797143,-0.451038775213536
2.2388833080521717,-2.690031277309219,-1.6399129281296458,0.14933989510086365,0.04035953900961535,-0.12894834398158372
2.1432985003774006,2.340244006951677,-0.8719472621541773,-0.1270428537487503,-1.42743666223934,-1.2570392418102005
3.1749242930843495,3.391812951869372,-3.1199859130098972,-0.6012970707428287,-1.5222904434804636,0.5595445636679812
6.351746789526039,7.72717406686801,-4.34191581196292,-3.3752015809365608,1.7102631424788184,-0.7239088040959035
-0.8104137708452113,-2.6592754976798054,-0.4888297942665925,-1.6725665674050987,0.27581156027309817,0.12733176137888721
2.6511004772427698,0.06656792658711755,-1.526455301059321,0.05126155202993472,0.3319510860410675,0.7648664693359223
8.185034458146815,2.700976492570453,5.730230813855542,-1.112256526223729,1.0434705356386194,2.5945715252781727
0.3421259139899294,-0.9682792608643997,1.717171584994917,-0.5950029454279057,0.46801052803655635,1.0076601673101522
4.342379194647703,4.861083312482541,-2.8161155364978403,-1.4545570320158763,1.2900628583744314,-0.3497161327595007
4.0756561753458,2.9770611803655402,-3.1252741483222217,-2.4580708509840297,-0.4083421044268617,0.49577795121493357
0.23005501571026313,-1.5647577252637743,-0.802519155591925,-0.6505829208522015,-0.494711069953305,-0.7621911050855448
4.4180109159828715,1.4186703334191295,-2.270319030114036,-0.18627241077530404,-1.4238611817929705,-0.7524893198782242
4.948703550565137,-4.114333524961902,-0.314749112718767,-0.08820651494570944,-0.05671517091395189,-1.1376888403539493
-1.237063356955346,-0.18821495376443909,-0.5932834968007528,1.5963461005064101,-0.44215422470431465,-0.048636705667120306
-1.578161234812064,0.57280819252219,-1.801446706530215,1.125275723414631,-0.3952697437916892,0.430841142739682
-3.5573363735498367,1.6629499036285125,0.4511874465166244,2.0737646784473656,-0.49074651309438716,-0.7700683735726407
4.7332107882100605,3.3049637283061353,-1.4665366919280525,2.0411500762416197,-0.026220145898819817,3.0230437963561436
4.2085242090500135,-5.128366513933084,-0.7524020269538,-0.8627102691511858,-0.47096791847725333,-0.5958404246002783
4.949632073983787,-1.5437522881217258,-1.7131939353203132,0.04675917082394798,-1.739230192527322,-0.8128796747074581
7.098562854912048,2.0186103371092194,-0.029009635877826206,2.5879506049375114,-2.039339915216168,1.1842014802789445
